catalog_id,name,category,origin,target_class,promotion_status,authority,next_requirement
information-cryptology-and-puzzle-worlds-bytestring-world,ByteString world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-permutation-world,Permutation world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-finitefield-world,FiniteField world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-polynomialring-world,PolynomialRing world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-ellipticcurve-world,EllipticCurve world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-lattice-world,Lattice world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-entropy-world,Entropy world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-randomoracle-world,RandomOracle world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-symbolicadversary-world,SymbolicAdversary world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-concretecost-world,ConcreteCost world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-sidechannel-world,SideChannel world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-fault-world,Fault world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-constraint-world,Constraint world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-exactcover-world,ExactCover world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-graphsearch-world,GraphSearch world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-game-world,Game world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-humansolver-world,HumanSolver world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-cipher-world,Cipher world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-cryptanalysis-world,Cryptanalysis world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-protocol-world,Protocol world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-secretsharing-world,SecretSharing world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-commitment-world,Commitment world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-zeroknowledge-world,ZeroKnowledge world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-steganography-world,Steganography world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-puzzle-world,Puzzle world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-challenge-world,Challenge world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-hiddenstate-world,HiddenState world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-knowledgegeometry-world,KnowledgeGeometry world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
information-cryptology-and-puzzle-worlds-accessgeometry-world,AccessGeometry world,"information, cryptology, and puzzle worlds",thread-derived,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
social-economic-and-biological-worlds-game-theoretic-world,game-theoretic world,"social, economic, and biological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
social-economic-and-biological-worlds-market-world,market world,"social, economic, and biological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
social-economic-and-biological-worlds-mechanism-world,mechanism world,"social, economic, and biological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
social-economic-and-biological-worlds-social-choice-world,social-choice world,"social, economic, and biological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
social-economic-and-biological-worlds-economic-world,economic world,"social, economic, and biological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
social-economic-and-biological-worlds-financial-world,financial world,"social, economic, and biological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
social-economic-and-biological-worlds-actuarial-world,actuarial world,"social, economic, and biological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
social-economic-and-biological-worlds-decision-world,decision world,"social, economic, and biological worlds",wave16-gap,world,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
